Item#,Word,Class,Known_proportion,AuditoryStrengthMean,GustatoryStrengthMean,HapticStrengthMean,OlfactoryStrengthMean,VisualStrengthMean,AuditoryStrengthSD,GustatoryStrengthSD,HapticStrengthSD,OlfactoryStrengthSD,VisualStrengthSD,DominantModality,ModalityExclusivity,MaxStrength
291,eye,Noun,1,0.0588235294,0,2.2352941176,0,4.7647058824,0.242535625,0,1.4374200745,0,0.6642111642,Visual,0.675,4.7647058824
292,fact,Noun,1,3.3529411765,0.6470588235,1.1764705882,1.0588235294,3.3529411765,1.6560939161,1.3200935796,1.5506165757,1.5600716424,1.5788119137,Auditory,0.282208589,3.3529411765
293,factor,Noun,0.9411764706,1.3125,0.375,0.3125,0.0625,1.875,1.621470526,1.0246950766,0.793200269,0.25,1.8574175621,Visual,0.4603174603,1.875
294,factory,Noun,1,3.1764705882,0.5882352941,1.4705882353,3.0588235294,4.5882352941,1.4245742398,1.1213175024,1.462773353,1.0289915109,0.5072996562,Visual,0.3105022831,4.5882352941
295,failure,Noun,1,2.4117647059,0.9411764706,1.2941176471,0.7058823529,3.4705882353,1.5024489812,1.2976222599,1.4476146709,1.1048023512,1.1245914291,Visual,0.3133333333,3.4705882353
296,faint,Adjective,1,2.3333333333,1.4285714286,0.619047619,1.8571428571,2.7619047619,2.0083160442,1.8047556226,1.0235326314,1.7968225924,1.8948551898,Visual,0.2380952381,2.7619047619
297,faint,Noun,1,1.0588235294,0.4117647059,2.0588235294,0.2941176471,3,1.0880365478,0.8702602721,1.7843271924,0.4696682183,1.3693063938,Visual,0.3965517241,3
298,fair,Noun,0.9411764706,1.5625,0.0625,1.0588235294,0.25,2.875,1.9653244007,0.25,1.4777765492,0.6831300511,1.6278820596,Visual,0.4841772152,2.875
299,falling,Adjective,1,3,0.1904761905,1.8095238095,0.1904761905,4.8571428571,1.3784048752,0.8728715609,1.7781745589,0.8728715609,0.4780914437,Visual,0.4644549763,4.8571428571
300,farm,Noun,0.9411764706,3.3125,0.5,2.75,3.9375,4.2352941176,1.4008925726,0.7302967433,1.6124515497,1.2893796958,1.30045241,Visual,0.253493014,4.2352941176
301,fat,Adjective,1,0.380952381,1.55,3.7619047619,0.9523809524,4.619047619,0.8047478162,1.7910596687,1.445847914,1.5961262631,0.8047478162,Visual,0.3762418093,4.619047619
302,fatigue,Mixed,1,1.5161290323,0,1.8387096774,0.0322580645,3.1612903226,1.524706917,0,1.933852359,0.179605302,1.3440430101,Visual,0.4827586207,3.1612903226
303,fatty,Adjective,1,0.3333333333,4.380952381,1.8571428571,1.7142857143,3.6666666667,0.9128709292,1.1169686869,1.4589624493,1.45405836,0.9660917831,Gustatory,0.3386454183,4.380952381
304,fawn,Mixed,0.6451612903,1.7,0,1.25,0.35,3.6,1.6889735282,0,1.7434086395,0.7451598204,1.3917047479,Visual,0.5217391304,3.6
305,fear,Noun,1,2.1764705882,0.7058823529,1.8823529412,0.8235294118,3.4705882353,1.9440709258,0.9851843661,1.4526851406,1.2366938848,1.6627404735,Visual,0.3051948052,3.4705882353
306,feel,Noun,0.9411764706,1.2352941176,1.125,4.7647058824,0.7647058824,1.9411764706,1.7149858514,1.5,0.9701425001,1.4374200745,1.8864844366,Haptic,0.406881077,4.7647058824
307,feet,Noun,0.9411764706,2.0625,0.1875,3.5,3.125,4.5,1.842778699,0.75,1.8257418584,1.5438048236,0.894427191,Visual,0.3224299065,4.5
308,fell,Noun,1,2.5294117647,0,3.1176470588,0.2352941176,3.7058823529,1.7719215226,0,1.8331105034,0.7524469886,0.9851843661,Visual,0.3865030675,3.7058823529
309,felt,Noun,0.9411764706,0.7058823529,0.25,4.2352941176,0.4705882353,2.8235294118,1.2126781252,1,1.5218989686,1.178857872,2.0686739145,Haptic,0.4696707106,4.2352941176
310,fence,Noun,0.9411764706,0.375,0,3.7647058824,0.125,4.7058823529,1.0246950766,0,1.30045241,0.5,0.5878675321,Visual,0.5245901639,4.7058823529
311,feverish,Adjective,0.9523809524,0.6666666667,0.2380952381,3.1904761905,0.2857142857,2.8571428571,0.9660917831,0.8890872794,1.6005951274,0.9023778113,1.4928400546,Haptic,0.4078947368,3.1904761905
312,figment,Mixed,0.7096774194,1.5454545455,0,0.5909090909,0.0454545455,1.9565217391,1.3706888337,0,1.0075472769,0.2132007164,1.5514878744,Visual,0.4727793696,1.9565217391
313,file,Noun,1,0.7647058824,0.1176470588,2.4117647059,0.2352941176,4.0588235294,0.9034248561,0.3321055821,1.2776356841,0.5622957145,0.8269362306,Visual,0.519379845,4.0588235294
314,filthy,Adjective,1,0.380952381,0.2380952381,2,2.4285714286,4.8571428571,0.7400128699,0.4364357805,1.6733200531,1.4687215043,0.3585685828,Visual,0.4663461538,4.8571428571
315,finance,Noun,1,1.1764705882,0.2352941176,1.1764705882,0.1764705882,2.9411764706,1.3339459377,0.5622957145,1.6292365589,0.5285941399,1.2485285457,Visual,0.4845360825,2.9411764706
316,find,Noun,1,1.7647058824,0.6470588235,3.1176470588,1.6470588235,3.9411764706,1.8550408272,0.9963167462,1.7278003697,1.4116115113,1.4777765492,Visual,0.2962962963,3.9411764706
317,fine,Noun,1,1.7058823529,0.5294117647,2,0.3529411765,3.8235294118,1.6494205756,0.9432422183,2.0615528128,0.785905248,1.3800042626,Visual,0.4125874126,3.8235294118
318,finish,Noun,1,2.2352941176,0.7058823529,1,0.7058823529,3.3529411765,1.6019289843,1.4037764193,1.5,1.2631659571,1.221739358,Visual,0.3308823529,3.3529411765
319,firm,Noun,1,1.1764705882,0.9411764706,4.0588235294,0.1176470588,3.1176470588,1.4245742398,1.3906198364,1.6759545129,0.3321055821,1.6156404667,Haptic,0.41875,4.0588235294
320,fishy,Adjective,1,0.2857142857,4.4761904762,0.9523809524,4.5714285714,3.380952381,0.7837638128,0.9807674352,1.6271505916,0.8106434834,1.7168631418,Olfactory,0.3135888502,4.5714285714
321,flaky,Adjective,1,1.1904761905,1.7142857143,3.9523809524,0.3333333333,3.7619047619,1.0779168622,1.5537971921,1.0712698295,0.6582805886,1.3380867649,Haptic,0.3304347826,3.9523809524
322,flat,Adjective,1,0.8571428571,0.5238095238,4.1428571429,0.0476190476,4.5238095238,1.6818357317,1.0304876331,1.0141851057,0.2182178902,0.9807674352,Visual,0.4433962264,4.5238095238
323,flavoursome,Adjective,1,0.1904761905,4.8571428571,0.4285714286,4.2380952381,1.9047619048,0.5117663157,0.3585685828,0.8701395619,0.9952267031,1.6704718467,Gustatory,0.4016393443,4.8571428571
324,fleshy,Adjective,1,0.0952380952,2.15,3.5714285714,0.9047619048,4.2857142857,0.3007926038,1.8715318803,1.3627702877,1.2208506012,0.8451542547,Visual,0.3807051698,4.2857142857
325,flickering,Adjective,1,1.2857142857,0.0952380952,0.5714285714,0.0952380952,4.7619047619,1.4880476183,0.4364357805,0.7464200273,0.3007926038,0.7003400535,Visual,0.6853146853,4.7619047619
326,floppy,Adjective,1,0.1428571429,0.2380952381,4.1904761905,0.1428571429,4.2380952381,0.4780914437,0.7003400535,1.0779168622,0.6546536707,0.9952267031,Visual,0.4574468085,4.2380952381
327,floral,Adjective,1,0.1428571429,1.35,1.5238095238,3.8095238095,4.8095238095,0.4780914437,1.5985190515,1.5368489717,1.6005951274,0.6796357568,Visual,0.4010640475,4.8095238095
328,flowery,Adjective,1,0,0.5714285714,1.8571428571,3.9047619048,4.4285714286,0,1.164964745,1.3522468076,1.3380867649,0.9258200998,Visual,0.4115044248,4.4285714286
329,fluffy,Adjective,1,0.3333333333,1.0952380952,4.5714285714,0.3333333333,4.0476190476,0.7302967433,1.4108423691,0.7464200273,1.0645812948,1.2835961388,Haptic,0.4082568807,4.5714285714
330,foamy,Adjective,1,0.2857142857,1.1904761905,3.6666666667,0.4285714286,4.5238095238,0.7171371656,1.2497618821,1.1105554166,0.8106434834,0.9807674352,Visual,0.4198113208,4.5238095238
331,foetid,Adjective,0.0952380952,0,2.25,1.25,2.25,2.25,0,2.6299556397,1.8929694486,2.6299556397,2.6299556397,Olfactory,0.28125,2.25
332,fog,Noun,1,0.1764705882,0.1176470588,1.1176470588,0.8235294118,4.7647058824,0.7276068751,0.3321055821,1.4090046549,0.9510056597,0.5622957145,Visual,0.6638655462,4.7647058824
333,foggy,Adjective,1,0.3333333333,0.0952380952,0.8095238095,0.4761904762,4.7619047619,0.7302967433,0.3007926038,1.3273676062,0.9283882603,0.7003400535,Visual,0.7205882353,4.7619047619
334,font,Mixed,0.935483871,0.1379310345,0.0344827586,0.724137931,0.0344827586,4.4827586207,0.4411136824,0.1856953382,1.5560148669,0.1856953382,0.9863601796,Visual,0.821656051,4.4827586207
335,food,Noun,1,1.4705882353,4.8823529412,3.4117647059,4.5294117647,4.2941176471,1.5048939771,0.3321055821,1.2277430273,0.6242642728,0.7717436331,Gustatory,0.1835443038,4.8823529412
336,foot,Noun,1,1.2941176471,0.0588235294,3.9411764706,2.8235294118,4.4117647059,1.159994929,0.242535625,1.3449251018,1.5506165757,0.7122871199,Visual,0.3474178404,4.4117647059
337,forked,Adjective,1,0.2857142857,0.2380952381,3.4285714286,0.0952380952,4.0476190476,0.7837638128,0.8890872794,1.4687215043,0.3007926038,1.4654757069,Visual,0.4882352941,4.0476190476
338,form,Noun,1,0.8823529412,0.4117647059,2,0.4705882353,3.2352941176,1.4090046549,0.7122871199,1.8708286934,0.9432422183,1.7510501051,Visual,0.4033613445,3.2352941176
339,formation,Noun,1,0.8823529412,0.4705882353,1.5882352941,0.3529411765,3.7647058824,0.8574929257,0.7998161553,1.4602578338,0.7018882096,1.393261092,Visual,0.4833333333,3.7647058824
340,fortune,Noun,1,2.2352941176,0.1176470588,1,0.1764705882,2.8823529412,1.9212434699,0.4850712501,1.5411035007,0.392952624,1.9326909007,Visual,0.4311926606,2.8823529412
341,foul,Mixed,0.9677419355,1.9333333333,1.7,1.2666666667,2.3,3.0666666667,1.6595249286,1.9502431325,1.6386144975,2.1679483389,1.2576204497,Visual,0.1753246753,3.0666666667
342,fragrant,Adjective,1,0.2380952381,2.7619047619,0.2380952381,5,0.9523809524,0.5389584311,1.445847914,0.624880941,0,1.3219754338,Olfactory,0.518134715,5
343,fraud,Mixed,0.9677419355,2.3,0.0666666667,0.4666666667,0.0666666667,2.7666666667,1.512020799,0.2537081317,1.1058881072,0.2537081317,1.6954977569,Visual,0.4764705882,2.7666666667
344,freezing,Adjective,1,0.6666666667,2.0952380952,4.7619047619,0.619047619,3.9523809524,1.0165300455,2.0470652629,0.624880941,1.0235326314,1.2835961388,Haptic,0.342519685,4.7619047619
345,fresh,Adjective,1,1,4.0952380952,2.4285714286,4.5238095238,3.9523809524,1.5165750888,1.4108423691,1.7768350675,0.6015852075,1.203170415,Olfactory,0.2202380952,4.5238095238
346,friend,Noun,1,4.1176470588,0.3529411765,3.0588235294,2.0588235294,4.7647058824,1.3639259942,0.7018882096,1.6382379343,1.4777765492,0.5622957145,Visual,0.3073770492,4.7647058824
347,frosty,Adjective,1,1.0476190476,0.9523809524,3.7619047619,0.8571428571,4.0476190476,1.3955712263,1.3955712263,1.3749458864,1.3887301497,1.1169686869,Visual,0.2991071429,4.0476190476
348,fruity,Adjective,1,0.2380952381,4.7619047619,0.9047619048,4.4285714286,3.2380952381,0.7003400535,0.624880941,1.2208506012,0.8701395619,1.8139669761,Gustatory,0.3333333333,4.7619047619
349,function,Noun,1,2,0.7058823529,1.5294117647,0.7058823529,3.1176470588,1.5411035007,1.1048023512,1.5857824196,1.2126781252,1.4526851406,Visual,0.299270073,3.1176470588
350,fuzzy,Adjective,1,1.5714285714,0.2857142857,3.0476190476,0,3.6666666667,1.5675276256,0.7171371656,2.1325147239,0,1.2780193008,Visual,0.4277777778,3.6666666667
351,gait,Mixed,0.2580645161,0.875,0,1.5,0,2.5,1.4577379737,0,1.8516401995,0,1.6903085095,Visual,0.5128205128,2.5
352,gamy,Adjective,0.6666666667,0.4285714286,2.2142857143,2.7857142857,2.0714285714,2.7857142857,1.0894095588,2.2592909517,1.8471837786,1.7743595037,1.5776599726,Haptic,0.2291666667,2.7857142857
353,garlicky,Adjective,1,0.1428571429,4.9523809524,0.1428571429,4.4285714286,2.1428571429,0.3585685828,0.2182178902,0.3585685828,0.6761234038,1.7968225924,Gustatory,0.4072580645,4.9523809524
354,gesture,Noun,1,0.8235294118,0.0588235294,1.9411764706,0.1176470588,4.5294117647,0.7276068751,0.242535625,1.7128407776,0.3321055821,0.717430054,Visual,0.5984251969,4.5294117647
355,ghost,Mixed,1,1.7,0.064516129,0.2903225806,0.1290322581,2.6451612903,1.7250687143,0.3592106041,0.6925098501,0.4275461366,1.9587136442,Visual,0.5344021376,2.6451612903
356,ghoul,Mixed,0.8387096774,2,0.0384615385,0.4230769231,0.1153846154,2.5384615385,1.6,0.1961161351,0.9021342216,0.3258125936,1.8161667155,Visual,0.4887218045,2.5384615385
357,giant,Noun,0.9411764706,2.2941176471,0,2.4117647059,0.6470588235,4.1176470588,2.0544070277,0,2.0018373913,1.3200935796,1.8331105034,Visual,0.4347826087,4.1176470588
358,gig,Mixed,1,4.6774193548,0.2333333333,1.2258064516,1.2580645161,4.3225806452,0.7477565011,0.504006933,1.3344081689,1.3157441984,1.1940713763,Auditory,0.3792787006,4.6774193548
359,gigantic,Adjective,1,1.380952381,0.1428571429,3.2857142857,0.1904761905,4.7142857143,1.6271505916,0.4780914437,1.8477785891,0.5117663157,0.5606119106,Visual,0.4705882353,4.7142857143
360,giggling,Adjective,1,4.7142857143,0,0.5714285714,0,3.9523809524,0.7171371656,0,1.0281745266,0,0.9206622875,Auditory,0.5103092784,4.7142857143
361,glamorous,Adjective,1,1.7142857143,0.2380952381,1.5714285714,1.2380952381,4.6666666667,1.8205179797,0.7003400535,1.5675276256,1.6704718467,0.5773502692,Visual,0.4696969697,4.6666666667
362,glass,Noun,1,2.0588235294,0.3529411765,3.8235294118,0.2352941176,4.4705882353,1.5996323107,0.6063390626,0.8828430012,0.4372373161,0.717430054,Visual,0.3870967742,4.4705882353
363,gleam,Mixed,0.8387096774,0.5384615385,0,0.3461538462,0.0769230769,4.0384615385,1.0288155998,0,0.9356199097,0.2717464882,1.0763185116,Visual,0.8076923077,4.0384615385
364,gleaming,Adjective,1,0.5238095238,0.2380952381,0.7619047619,0.619047619,4.5714285714,0.9283882603,0.7003400535,1.1791845447,1.0235326314,0.7464200273,Visual,0.6453900709,4.5714285714
365,glistening,Adjective,1,0.9523809524,0.1428571429,0.619047619,0.1904761905,4.380952381,1.2835961388,0.4780914437,1.203170415,0.5117663157,1.3219754338,Visual,0.6742424242,4.380952381
366,glittery,Adjective,1,0.7619047619,0.0476190476,2,0.0952380952,4.6666666667,1.2208506012,0.2182178902,1.7606816862,0.3007926038,0.6582805886,Visual,0.6100628931,4.6666666667
367,globular,Adjective,0.8571428571,0.7777777778,0.8888888889,3.1666666667,0.3333333333,4.4444444444,0.9428090416,1.6764419216,2.0073394742,1.0289915109,0.8555852639,Visual,0.4277456647,4.4444444444
368,glossy,Adjective,1,0.380952381,0.4761904762,3.7619047619,0.3333333333,4.8095238095,0.8047478162,0.9283882603,1.3749458864,0.7958224258,0.5117663157,Visual,0.4585365854,4.8095238095
369,glove,Mixed,1,0.2580645161,0,4.5483870968,0.1290322581,4,0.7288228836,0,0.8883959207,0.4275461366,1.2649110641,Haptic,0.5090252708,4.5483870968
370,glowing,Adjective,1,0.4285714286,0.1428571429,0.5238095238,0.2857142857,4.5714285714,0.978336781,0.6546536707,1.2891488517,0.9023778113,0.8701395619,Visual,0.744,4.5714285714
371,god,Noun,1,1.8235294118,0.4117647059,0.4117647059,0.4117647059,1.1764705882,1.6671567907,1.2776356841,1.2776356841,1.2776356841,1.8451048113,Auditory,0.3333333333,1.8235294118
372,gold,Adjective,1,0.1428571429,0.1428571429,1.0476190476,0.2380952381,4.5238095238,0.3585685828,0.3585685828,1.3592715136,0.624880941,1.0304876331,Visual,0.71875,4.5238095238
373,gooey,Adjective,1,1.5714285714,2.619047619,4.6666666667,0.7142857143,4.2380952381,1.5991068936,1.9358768162,0.7302967433,1.2305631696,0.7003400535,Haptic,0.2862068966,4.6666666667
374,gorgeous,Adjective,1,1.4761904762,2.5238095238,2.1904761905,2.8571428571,4.9047619048,1.6315344808,1.8335497708,1.6917165135,1.6212869668,0.3007926038,Visual,0.2457337884,4.9047619048
375,grace,Noun,0.9411764706,2.5,0.125,0.8125,0.375,3.125,1.6329931619,0.5,1.5585784121,0.7187952884,1.995828984,Visual,0.4324324324,3.125
376,grade,Noun,1,1.0588235294,0.0588235294,0.4117647059,0.1176470588,2.7647058824,1.2976222599,0.242535625,0.7122871199,0.4850712501,1.4374200745,Visual,0.6133333333,2.7647058824
377,grainy,Adjective,1,1.2380952381,2.3333333333,4.1904761905,0.4761904762,3.4285714286,1.261140829,1.7126976772,1.0779168622,0.9807674352,1.4342743312,Haptic,0.3183673469,4.1904761905
378,grape,Mixed,1,0.2903225806,4.8709677419,3.1612903226,2.5161290323,4.2903225806,0.8243602929,0.3407771005,1.4628003781,1.5464145141,0.6925098501,Gustatory,0.302771855,4.8709677419
379,grass,Noun,1,0.6470588235,0.3529411765,3.7058823529,3.0588235294,4.7058823529,0.785905248,0.9963167462,0.9195587177,0.9663454503,0.5878675321,Visual,0.3490566038,4.7058823529
380,grassy,Adjective,1,0.2,0.3333333333,3.2380952381,3,4.619047619,0.6155870113,0.9128709292,1.261140829,1,0.6690433825,Visual,0.3879598662,4.619047619
381,greasy,Adjective,1,0.1904761905,3.8095238095,3.9523809524,2.3333333333,3.7619047619,0.5117663157,1.2497618821,1.1608699529,1.7701224063,0.9952267031,Haptic,0.2677966102,3.9523809524
382,green,Adjective,1,0.2380952381,0.5238095238,0.380952381,0.7142857143,4.9523809524,0.624880941,0.9283882603,1.0235326314,1.3093073414,0.2182178902,Visual,0.6923076923,4.9523809524
383,grey,Adjective,1,0.380952381,0.0952380952,0.0476190476,0.2857142857,4.7619047619,0.8646496676,0.3007926038,0.2182178902,0.9561828875,0.624880941,Visual,0.8461538462,4.7619047619
384,grieve,Mixed,1,2.8064516129,0.0967741935,1.2580645161,0.0967741935,3.2903225806,1.6210974645,0.5388159061,1.5048309304,0.5388159061,1.4187682072,Visual,0.4230769231,3.2903225806
385,gritty,Adjective,1,1.8571428571,1.8571428571,4.3333333333,0.1904761905,3.4761904762,1.5259657364,1.6518388022,0.8563488386,0.4023739081,1.3273676062,Haptic,0.3536585366,4.3333333333
386,groan,Mixed,1,4.3870967742,0,0.1290322581,0,2.064516129,1.1740931069,0,0.5622535302,0,1.5041162161,Auditory,0.6666666667,4.3870967742
387,groaning,Adjective,1,4.4761904762,0,0.1428571429,0.0476190476,2.1428571429,0.8728715609,0,0.3585685828,0.2182178902,1.4589624493,Auditory,0.6573426573,4.4761904762
388,grotesque,Adjective,1,1.7619047619,2.7619047619,2.8571428571,3,4.380952381,1.8948551898,1.9469145309,1.7402791238,1.788854382,1.1169686869,Visual,0.1774193548,4.380952381
389,growling,Adjective,1,4.619047619,0.0952380952,0.1904761905,0.1904761905,3.0476190476,0.7400128699,0.3007926038,0.5117663157,0.5117663157,1.2835961388,Auditory,0.5555555556,4.619047619
390,grubby,Adjective,1,0.1428571429,0.1904761905,2.3333333333,2.1428571429,4.6666666667,0.4780914437,0.5117663157,1.3904435743,1.4589624493,0.5773502692,Visual,0.4773869347,4.6666666667
391,guilt,Noun,1,1.2941176471,0.2941176471,1,0.3529411765,2.2352941176,1.3117119483,0.4696682183,1.4142135624,0.6063390626,1.4802622979,Visual,0.375,2.2352941176
392,guise,Mixed,0.4193548387,0.5384615385,0,0.3076923077,0,2,1.198289379,0,0.630425172,0,1.9215378457,Visual,0.7027027027,2
393,gun,Noun,1,4.0588235294,0.3529411765,3.1176470588,1.2941176471,4.1764705882,1.5194813357,0.9963167462,2.0273860307,1.3585242859,1.4245742398,Visual,0.2941176471,4.1764705882
394,gurgling,Adjective,1,4.380952381,0.4761904762,0.7142857143,0.5238095238,3.2380952381,0.8646496676,1.123345344,1.3093073414,1.0779168622,1.3380867649,Auditory,0.4183673469,4.380952381
395,hail,Mixed,0.935483871,3.3448275862,0.1785714286,3.1379310345,0.275862069,3.9310344828,1.5417027245,0.5479640045,1.9221293611,0.7971624554,1.3344617557,Visual,0.3452691218,3.9310344828
396,hairy,Adjective,1,0.1904761905,0.1904761905,4.4285714286,0.1904761905,4.4761904762,0.6015852075,0.4023739081,1.2873006087,0.6796357568,1.0779168622,Visual,0.4522613065,4.4761904762
397,half,Mixed,0.935483871,1.0344827586,0.4482758621,1.8620689655,0.0689655172,3.9310344828,1.6142835346,1.1827995512,1.9221293611,0.2578807148,1.1317191248,Visual,0.5258215962,3.9310344828
398,handsome,Adjective,1,0.9047619048,0.3333333333,1.4285714286,1.380952381,4.9523809524,1.135991281,0.7958224258,1.4687215043,1.687488977,0.2182178902,Visual,0.5132275132,4.9523809524
399,happy,Adjective,1,3.619047619,1.1428571429,1.2380952381,1.2857142857,4.3333333333,1.564486832,1.7113069358,1.7001400503,1.792842914,1.1972189997,Visual,0.2745901639,4.3333333333
400,hard,Adjective,1,1.2857142857,1,4.7142857143,0.0952380952,3.9047619048,1.5537971921,1.2247448714,0.4629100499,0.3007926038,1.4108423691,Haptic,0.4199134199,4.7142857143
401,harm,Noun,1,2.8823529412,0.3529411765,2.7647058824,0.4705882353,3.6470588235,1.8668942438,0.7018882096,1.6404805609,0.9432422183,1.4552137502,Visual,0.3255813953,3.6470588235
402,harmony,Noun,1,4.4117647059,0.8235294118,1.4117647059,0.8823529412,2.9411764706,1.0036697371,1.4677914582,1.8048138245,1.4090046549,1.8530578861,Auditory,0.3426966292,4.4117647059
403,harsh,Adjective,1,3.3333333333,2.2857142857,2.5238095238,1.8095238095,3.1904761905,1.5916448515,1.6775832958,1.4006801069,1.8606194565,1.5039630188,Auditory,0.115942029,3.3333333333
404,hat,Noun,1,0.3529411765,0,3.2941176471,0.6470588235,4.5882352941,0.7018882096,0,1.4901638283,0.9314757425,0.6183469424,Visual,0.5165562914,4.5882352941
405,hate,Noun,1,3.0588235294,0.5294117647,1.0588235294,0.5882352941,2.9411764706,1.8190171878,1.3746657348,1.3906198364,1.3719886811,1.7843271924,Auditory,0.309352518,3.0588235294
406,hazy,Adjective,1,0.9523809524,0,0.1428571429,0.4761904762,4.380952381,1.0712698295,0,0.4780914437,0.8728715609,0.9734572654,Visual,0.736,4.380952381
407,health,Noun,0.8823529412,1.5882352941,0.6470588235,2.3125,1.1875,3.6470588235,1.4602578338,0.9963167462,1.5798206649,1.1086778913,1.3200935796,Visual,0.3197492163,3.6470588235
408,hearth,Mixed,0.3548387097,1.2727272727,0.2727272727,1.1818181818,1.1818181818,3.2727272727,1.4893561757,0.9045340337,1.7786613966,1.4012980995,1.8488325555,Visual,0.417721519,3.2727272727
409,heaven,Noun,1,1.7647058824,0.5882352941,0.8823529412,0.8235294118,1.5294117647,1.7863864281,1.5024489812,1.691240408,1.704233483,1.7719215226,Auditory,0.2105263158,1.7647058824
410,heavy,Adjective,1,1.7142857143,0.5714285714,3.9047619048,0.2380952381,3.5238095238,1.792842914,1.3255726525,1.6704718467,0.7684244859,1.4006801069,Haptic,0.3684210526,3.9047619048
411,height ,Mixed,1,0.7741935484,0,1.9032258065,0,4.7419354839,1.2572371142,0,1.868240504,0,0.6307530914,Visual,0.6391304348,4.7419354839
412,hell,Noun,1,2.4705882353,0.2352941176,1.0588235294,0.7058823529,1.2352941176,1.8411153908,0.7524469886,1.8530578861,1.3585242859,1.7863864281,Auditory,0.3917525773,2.4705882353
413,help,Noun,1,3.7647058824,0,2.4117647059,0.2941176471,3.6470588235,1.0914103127,0,1.6977493753,0.8488746876,1.3200935796,Auditory,0.3720930233,3.7647058824
414,hen,Noun,1,3.5294117647,1.1176470588,2.3529411765,1.4705882353,3.8235294118,1.462773353,1.6156404667,1.4975470139,1.5857824196,1.4677914582,Visual,0.2200956938,3.8235294118
415,herby,Adjective,1,0.0476190476,4.8095238095,0.7619047619,4.1428571429,2.8095238095,0.2182178902,0.4023739081,1.1791845447,0.7928249672,1.3273676062,Gustatory,0.3787878788,4.8095238095
416,hide,Noun,1,1.0588235294,0.1764705882,1.2941176471,0.4117647059,3.2941176471,1.2976222599,0.392952624,1.4037764193,0.7122871199,1.4901638283,Visual,0.5,3.2941176471
417,high,Adjective,1,2.4761904762,0.2857142857,2.2857142857,0.2857142857,4.380952381,1.8606194565,0.7837638128,2.0770858707,0.7837638128,0.9206622875,Visual,0.4215686275,4.380952381
418,hissing,Adjective,1,4.5238095238,0.0476190476,0.3333333333,0.0476190476,2.0952380952,0.9283882603,0.2182178902,0.7958224258,0.2182178902,1.4800257398,Auditory,0.6351351351,4.5238095238
419,hoarse,Adjective,0.9523809524,3.9,0.35,1.45,0.15,1.55,1.7441631985,0.9880869342,1.5719582156,0.4893604849,1.7312909695,Auditory,0.5067567568,3.9
420,hold,Noun,1,0.2941176471,0.1176470588,4.3529411765,0.3529411765,3.0588235294,0.7717436331,0.4850712501,1.4116115113,0.7018882096,1.9193289268,Haptic,0.5179856115,4.3529411765
421,hole,Noun,1,0.4117647059,0.0588235294,2.5882352941,0.4705882353,4.2352941176,0.6183469424,0.242535625,1.5434872663,0.8744746322,0.6642111642,Visual,0.5378787879,4.2352941176
422,hollow,Adjective,1,3.8571428571,0.5714285714,4.1428571429,0.0952380952,4.380952381,1.5583874449,1.2873006087,1.0141851057,0.3007926038,0.8047478162,Visual,0.3284671533,4.380952381
423,honey,Noun,1,0.6470588235,4.7647058824,2.8235294118,3.7647058824,4.1176470588,1.2718675477,0.5622957145,1.1850788011,1.147247345,0.9275204136,Gustatory,0.2554744526,4.7647058824
424,honeyed,Adjective,1,0.3333333333,4.0952380952,1.3333333333,3.5714285714,3.0476190476,0.7958224258,1.3749458864,1.3904435743,1.3255726525,1.6271505916,Gustatory,0.3038461538,4.0952380952
425,hot,Adjective,1,1.0476190476,4.4285714286,4.8571428571,1.6666666667,3.3333333333,1.3955712263,1.3989792197,0.3585685828,2.0816659995,1.4259499757,Haptic,0.248447205,4.8571428571
426,hour,Noun,1,1.4117647059,0.0588235294,0.2352941176,0.1176470588,2.7647058824,1.7341721198,0.242535625,0.5622957145,0.3321055821,1.7863864281,Visual,0.5897435897,2.7647058824
427,household,Noun,1,3.0588235294,1.0588235294,2.8235294118,2.5882352941,4.0588235294,1.434860108,1.7489492644,1.776066374,1.6605279104,0.9663454503,Visual,0.2207792208,4.0588235294
428,howling,Adjective,1,4.9523809524,0.1428571429,0.1428571429,0.1428571429,2.8095238095,0.2182178902,0.6546536707,0.6546536707,0.6546536707,1.4359334114,Auditory,0.5872093023,4.9523809524
429,huge,Adjective,1,1.4285714286,0.380952381,3.7142857143,0.3333333333,4.95,1.7196345127,1.2440333788,1.45405836,1.1105554166,0.2236067977,Visual,0.427186605,4.95
430,humid,Adjective,1,0.2380952381,0.4761904762,3.2857142857,1.4285714286,1.7619047619,0.5389584311,0.9807674352,1.4192553379,1.2873006087,1.5781242633,Haptic,0.4238410596,3.2857142857
431,hump,Mixed,0.935483871,0.3793103448,0,3.3103448276,0,3.8620689655,0.8200084104,0,1.4418105749,0,1.1869570317,Visual,0.5114155251,3.8620689655
432,hurt,Noun,1,2.4705882353,0.4117647059,3.1176470588,0.3529411765,3.5294117647,2.0346267182,0.7122871199,2.2046074747,0.7018882096,1.6999134926,Visual,0.3214285714,3.5294117647
433,hushed,Adjective,1,4.380952381,0,0.1428571429,0.0476190476,1.8095238095,0.8646496676,0,0.3585685828,0.2182178902,1.470341716,Auditory,0.6865671642,4.380952381
